Number of Records,Ace1,Ace2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,Break1,Break2,Country1,Country2,Double1,Double2,Error1,Error2,fastServe1,fastServe2,firstPointWon1,firstPointWon2,firstServe1,firstServe2,Gender,Net1,Net2,Player1,Player2,Results,Return1,Return2,Round,secPointWon1,secPointWon2,Total1,Total2,Winner1,Winner2,Winner,Year
1,19,7,201,189,175,153,0.38,0.17,USA,AUS,4,8,42,32,220,212,0.86,0.77,0.66,0.48,m,0.58,0.69,John Isner,Benjamin Mitchell,6-4 6-4 7-6(1),0.36,0.26,First,0.5,0.51,106,88,40,27,John Isner,2012
1,3,3,175,176,145,125,0.8,0.5,ARG,FIN,0,1,19,21,194,201,0.56,0.44,0.57,0.62,m,0.76,0.43,David Nalbandian,Jarkko Nieminen,6-4 4-2 ret.,0.52,0.41,First,0.63,0.55,56,46,18,14,David Nalbandian,2012
1,2,3,,,0,0,0.5,0.82,ITA,RUS,6,8,6,8,,,0.56,0.53,0.78,0.65,m,,,Flavio Cipolla,Nikolay Davydenko,6-4 4-6 3-6 6-2 6-1,0.5,0.45,First,0.53,0.44,144,129,2,3,Flavio Cipolla,2012
1,8,13,,,0,0,0.2,0.08,ESP,ARG,6,9,6,9,,,0.77,0.72,0.57,0.54,m,,,Feliciano Lopez,Leonardo Mayer,7-6(5) 6-3 7-6(2),0.37,0.32,First,0.56,0.52,132,115,8,13,Feliciano Lopez,2012
1,27,13,,,0,0,0.36,0.38,SVK,CRO,4,3,4,3,,,0.81,0.76,0.64,0.59,m,,,Lukas Lacko,Ivan Ljubicic,3-6 4-6 6-3 6-4 6-4,0.34,0.25,First,0.64,0.52,137,121,27,13,Lukas Lacko,2012
1,5,4,,,0,0,0.53,0.44,USA,GER,7,4,7,4,,,0.67,0.57,0.62,0.59,m,,,Donald Young,Peter Gojowczyk,6-1 6-2 4-6 1-6 6-2,0.49,0.38,First,0.52,0.43,132,108,5,4,Donald Young,2012
1,20,14,,,,,0.31,0.67,GER,USA,1,8,1,8,,,0.82,0.72,0.7,0.57,m,,,Tommy Haas,Denis Kudla,7-6(5) 3-6 6-0 7-5,0.38,0.24,First,0.61,0.48,132,110,20,14,Tommy Haas,2012
1,9,5,180,188,137,149,0.6,0,ESP,USA,2,2,14,26,197,207,0.86,0.49,0.68,0.65,m,0.85,0.36,Rafael Nadal,Alex Kuznetsov,6-4 6-1 6-1,0.52,0.21,First,0.65,0.46,88,49,42,16,Rafael Nadal,2012
1,8,7,188,186,155,133,0.27,0,SRB,GBR,3,5,61,46,209,211,0.75,0.81,0.63,0.6,m,0.85,0.6,Novak Djokovic,Andy Murray,6-7(2) 7-6(3) 6-3 6-2,0.33,0.28,Final,0.66,0.46,139,126,47,29,Novak Djokovic,2013
1,21,5,192,186,140,155,0.38,0.33,GBR,SUI,0,2,47,60,215,205,0.75,0.73,0.64,0.61,m,0.67,0.66,Andy Murray,Roger Federer,6-4 6-7(5) 6-3 6-7(2) 6-2,0.39,0.29,semi,0.63,0.42,177,151,62,43,Andy Murray,2013
1,6,1,188,182,154,148,1,,SRB,ESP,0,3,16,32,203,197,0.91,0.56,0.63,0.6,m,0.81,0.33,Novak Djokovic,David Ferrer,6-2 6-2 6-1,0.55,0.14,semi,0.79,0.3,85,41,30,11,Novak Djokovic,2013
1,7,6,187,199,141,164,0.73,0.4,GBR,FRA,1,3,20,30,207,215,0.8,0.6,0.68,0.68,m,0.85,0.59,Andy Murray,Jeremy Chardy,6-4 6-1 6-2,0.53,0.36,quarter,0.29,0.2,89,63,32,25,Andy Murray,2013
1,6,20,189,194,156,147,0.22,0.56,SUI,FRA,3,1,47,61,207,218,0.77,0.75,0.61,0.67,m,0.72,0.66,Roger Federer,Jo-Wilfried Tsonga,7-6(4) 4-6 7-6(4) 3-6 6-3,0.34,0.31,quarter,0.56,0.47,169,164,49,66,Roger Federer,2013
1,10,8,184,193,152,158,0.43,0.25,SRB,CZE,2,5,25,43,203,211,0.78,0.66,0.67,0.6,m,0.85,0.73,Novak Djokovic,Tomas Berdych,6-1 4-6 6-1 6-4,0.44,0.27,quarter,0.63,0.42,118,86,47,31,Novak Djokovic,2013
1,16,15,175,198,144,149,0.38,0.58,ESP,ESP,0,4,51,75,190,221,0.72,0.73,0.69,0.47,m,0.8,0.73,David Ferrer,Nicolas Almagro,4-6 4-6 7-5 7-6(4) 6-2,0.41,0.35,quarter,0.5,0.47,165,150,44,51,David Ferrer,2013
1,14,19,189,207,155,165,0.43,,SUI,CAN,1,5,12,41,207,233,0.9,0.7,0.64,0.67,m,0.93,0.6,Roger Federer,Milos Raonic,6-4 7-6(4) 6-2,0.36,0.15,Fourth,0.75,0.5,101,73,34,37,Roger Federer,2013
1,11,9,199,183,162,146,0.4,0.18,FRA,ITA,10,3,42,44,216,201,0.77,0.69,0.65,0.63,m,0.83,0.68,Jeremy Chardy,Andreas Seppi,5-7 6-3 6-2 6-2,0.43,0.34,Fourth,0.47,0.36,133,110,47,34,Jeremy Chardy,2013
1,9,7,197,181,147,147,0.44,0.14,FRA,FRA,1,4,36,31,225,205,0.81,0.78,0.55,0.58,m,0.68,0.8,Jo-Wilfried Tsonga,Richard Gasquet,6-4 3-6 6-3 6-2,0.34,0.3,Fourth,0.56,0.49,109,99,37,32,Jo-Wilfried Tsonga,2013
1,12,1,179,160,136,138,0.53,1,GBR,FRA,0,2,26,41,213,194,0.77,0.57,0.62,0.67,m,0.74,0.63,Andy Murray,Gilles Simon,6-3 6-1 6-3,0.52,0.3,Fourth,0.58,0.3,91,62,32,21,Andy Murray,2013
1,6,1,177,176,142,139,0.64,0.15,ESP,JPN,3,3,24,65,192,195,0.69,0.53,0.68,0.61,m,0.69,0.75,David Ferrer,Kei Nishikori,6-2 6-1 6-4,0.55,0.38,Fourth,0.48,0.32,112,79,24,30,David Ferrer,2013
1,6,11,188,190,150,158,0.42,0.29,CZE,RSA,2,1,28,42,207,210,0.79,0.64,0.52,0.68,m,0.72,0.61,Tomas Berdych,Kevin Anderson,6-3 6-2 7-6(13),0.42,0.33,Fourth,0.54,0.43,122,101,39,38,Tomas Berdych,2013
1,6,2,202,187,158,145,0.44,0,ESP,SRB,1,0,17,22,219,197,0.86,0.58,0.51,0.52,m,0.83,0.4,Nicolas Almagro,Janko Tipsarevic,6-2 5-1 ret.,0.54,0.26,Fourth,0.62,0.32,57,32,24,8,Nicolas Almagro,2013
1,7,16,188,194,145,158,0.47,0.39,SRB,SUI,5,2,66,93,205,222,0.71,0.68,0.66,0.62,m,0.75,0.69,Novak Djokovic,Stanislas Wawrinka,1-6 7-5 6-4 6-7(5) 12-10,0.38,0.34,Fourth,0.55,0.52,209,200,51,69,Novak Djokovic,2013
1,0,9,145,170,128,152,0.32,0.36,FRA,FRA,4,11,84,94,203,205,0.56,0.67,0.69,0.66,m,0.59,0.58,Gilles Simon,Gael Monfils,6-4 6-4 4-6 1-6 8-6,0.41,0.45,Third,0.54,0.43,169,179,45,49,Gilles Simon,2013
1,11,8,187,189,156,151,0.19,0,SUI,AUS,4,2,20,41,207,211,0.88,0.67,0.69,0.69,m,0.87,0.77,Roger Federer,Bernard Tomic,6-4 7-6(5) 6-1,0.4,0.25,Third,0.45,0.42,120,96,46,42,Roger Federer,2013
1,23,5,203,182,169,148,0.5,,CAN,GER,1,3,38,27,228,202,0.82,0.71,0.65,0.52,m,0.52,0.56,Milos Raonic,Philipp Kohlschreiber,7-6(4) 6-3 6-4,0.32,0.2,Third,0.77,0.64,99,81,44,19,Milos Raonic,2013
1,6,13,178,187,136,141,0.53,0.37,ITA,CRO,5,5,66,67,195,205,0.71,0.75,0.56,0.5,m,0.59,0.69,Andreas Seppi,Marin Cilic,6-7(2) 6-3 2-6 6-4 6-2,0.42,0.41,Third,0.43,0.41,152,146,36,38,Andreas Seppi,2013
1,7,1,194,179,143,149,0.78,0.2,FRA,SLO,0,4,24,23,217,198,0.76,0.42,0.71,0.68,m,0.78,0.5,Jo-Wilfried Tsonga,Blaz Kavcic,6-2 6-1 6-4,0.53,0.28,Third,0.65,0.58,89,54,45,8,Jo-Wilfried Tsonga,2013
1,10,9,181,180,151,145,0.38,0.4,FRA,CRO,1,3,28,47,207,208,0.87,0.67,0.56,0.54,m,0.71,0.68,Richard Gasquet,Ivan Dodig,4-6 6-3 7-6(2) 6-0,0.42,0.29,Third,0.49,0.47,127,99,48,39,Richard Gasquet,2013
1,20,13,198,190,159,152,0.29,0.29,FRA,ARG,7,3,64,35,212,208,0.78,0.74,0.58,0.67,m,0.7,0.44,Jeremy Chardy,Juan Martin Del Potro,6-3 6-3 6-7(3) 3-6 6-3,0.34,0.33,Third,0.52,0.51,157,151,78,36,Jeremy Chardy,2013
1,13,6,175,186,136,156,0.46,0.25,GBR,LTU,0,3,27,47,210,209,0.71,0.62,0.68,0.57,m,0.61,0.87,Andy Murray,Richard Berankis,6-3 6-4 7-5,0.47,0.39,Third,0.38,0.41,110,91,24,37,Andy Murray,2013
1,12,3,194,172,156,152,0.5,0,CZE,AUT,1,1,19,29,214,195,0.82,0.57,0.64,0.66,m,0.73,0.68,Tomas Berdych,Jurgen Melzer,6-3 6-2 6-2,0.49,0.25,Third,0.63,0.39,97,61,42,26,Tomas Berdych,2013
1,5,4,176,190,144,145,0.67,0.4,ESP,CYP,1,1,30,42,192,207,0.69,0.53,0.64,0.57,m,0.75,0.55,David Ferrer,Marcos Baghdatis,6-4 6-2 6-3,0.47,0.35,Third,0.58,0.52,91,70,25,16,David Ferrer,2013
1,13,11,196,196,159,153,0.38,0.25,SUI,USA,5,3,31,29,217,215,0.84,0.79,0.53,0.68,m,0.71,0.71,Stanislas Wawrinka,Sam Querrey,7-6(6) 7-5 6-4,0.32,0.29,Third,0.57,0.44,111,105,45,43,Stanislas Wawrinka,2013
1,7,4,187,186,153,156,0.27,0,SRB,CZE,1,3,19,37,204,203,0.86,0.69,0.66,0.69,m,0.68,0.54,Novak Djokovic,Radek Stepanek,6-4 6-3 7-5,0.39,0.21,Third,0.66,0.42,109,83,37,26,Novak Djokovic,2013
1,9,5,196,178,171,155,0.36,0.44,RSA,ESP,4,4,46,42,214,210,0.76,0.68,0.76,0.67,m,0.67,0.84,Kevin Anderson,Fernando Verdasco,4-6 6-3 4-6 7-6(4) 6-2,0.36,0.31,Third,0.46,0.55,160,149,55,52,Kevin Anderson,2013
1,7,5,170,179,137,145,0.57,0.25,JPN,RUS,1,1,33,37,191,200,0.77,0.69,0.68,0.55,m,1,0.5,Kei Nishikori,Evgeny Donskoy,7-6(3) 6-2 6-3,0.43,0.27,Third,0.65,0.41,111,78,29,13,Kei Nishikori,2013
1,13,12,185,175,142,141,0.3,0.75,SRB,FRA,1,3,46,55,203,199,0.67,0.73,0.53,0.63,m,0.62,0.64,Janko Tipsarevic,Julien Benneteau,3-6 6-4 2-6 6-4 6-3,0.34,0.32,Third,0.7,0.53,138,136,48,47,Janko Tipsarevic,2013
1,18,11,194,193,146,152,0.22,,ESP,POL,0,2,25,45,216,219,0.86,0.81,0.56,0.7,m,0.56,0.58,Nicolas Almagro,Jerzy Janowicz,7-6(3) 7-6(4) 6-1,0.31,0.2,Third,0.73,0.41,103,84,34,27,Nicolas Almagro,2013
1,29,10,187,188,157,152,0.5,0.5,FRA,TPE,23,5,72,49,217,200,0.77,0.75,0.57,0.65,m,0.73,0.62,Gael Monfils,Yen-Hsun Lu,7-6(5) 4-6 0-6 6-1 8-6,0.35,0.38,Second,0.42,0.46,159,167,59,45,Gael Monfils,2013
1,9,1,182,186,140,147,0.31,,CRO,USA,2,1,22,27,202,202,0.91,0.67,0.57,0.71,m,0.82,0.71,Marin Cilic,Rajeev Ram,7-5 6-2 6-4,0.4,0.2,Second,0.67,0.41,99,71,45,16,Marin Cilic,2013
1,33,9,,,0,0,0.5,0.06,CRO,FIN,4,3,4,3,,,0.83,0.73,0.62,0.64,m,,,Ivan Dodig,Jarkko Nieminen,6-3 6-7(4) 6-3 6-7(4) 6-1,0.35,0.3,Second,0.49,0.49,177,149,33,9,Ivan Dodig,2013
1,22,25,184,190,147,151,0.29,0.33,SLO,AUS,8,6,48,72,203,225,0.78,0.73,0.6,0.59,m,0.65,0.67,Blaz Kavcic,James Duckworth,3-6 6-3 6-4 6-7(3) 10-8,0.39,0.34,Second,0.47,0.44,200,180,71,76,Blaz Kavcic,2013
1,7,5,197,175,163,140,0.45,0.13,FRA,ESP,6,4,40,19,219,216,0.8,0.65,0.72,0.76,m,0.64,0.7,Jeremy Chardy,Marcel Granollers,6-3 3-6 6-1 6-2,0.4,0.29,Second,0.48,0.45,112,86,45,18,Jeremy Chardy,2013
1,5,4,189,179,158,143,0.6,0,LTU,GER,0,3,18,23,205,191,0.82,0.65,0.54,0.64,m,0.67,0.56,Richard Berankis,Florian Mayer,6-2 6-3 6-1,0.49,0.24,Second,0.69,0.27,88,54,36,14,Richard Berankis,2013
1,18,13,,,0,0,0.63,0.33,CAN,CZE,6,6,6,6,,,0.87,0.67,0.64,0.48,m,,,Milos Raonic,Lukas Rosol,7-6(2) 6-2 6-3,0.42,0.23,Second,0.59,0.5,102,75,18,13,Milos Raonic,2013
1,26,23,183,203,147,160,0.14,0,AUS,GER,3,4,34,41,207,217,0.78,0.76,0.77,0.66,m,0.71,0.79,Bernard Tomic,Daniel Brands,6-7(4) 7-5 7-6(3) 7-6(8),0.28,0.26,Second,0.59,0.65,153,154,59,73,Bernard Tomic,2013
1,12,7,172,176,134,149,0.33,0.3,FRA,CAN,8,5,55,67,202,201,0.78,0.69,0.52,0.6,m,0.63,0.74,Gilles Simon,Jesse Levine,2-6 6-3 7-6(4) 6-2,0.4,0.35,Second,0.5,0.47,135,121,46,39,Gilles Simon,2013
1,14,3,180,183,136,151,0.63,,GBR,POR,0,1,22,33,212,196,0.8,0.63,0.58,0.62,m,1,0.53,Andy Murray,Joao Sousa,6-2 6-2 6-4,0.44,0.26,Second,0.66,0.45,91,63,28,17,Andy Murray,2013
1,22,10,194,195,157,154,0.5,0,ARG,GER,2,3,18,23,218,213,0.87,0.68,0.73,0.52,m,0.88,0.73,Juan Martin Del Potro,Benjamin Becker,6-2 6-4 6-2,0.44,0.23,Second,0.5,0.42,93,61,50,33,Juan Martin Del Potro,2013
1,12,8,181,183,150,145,0.5,0,GER,ISR,0,3,14,40,209,204,0.91,0.71,0.6,0.72,m,0.7,0.27,Philipp Kohlschreiber,Amir Weintraub,6-2 7-6(4) 6-4,0.35,0.19,Second,0.66,0.5,104,78,40,31,Philipp Kohlschreiber,2013
1,17,5,189,182,147,148,0.75,0.25,FRA,JPN,2,3,33,26,217,200,0.83,0.74,0.58,0.55,m,0.85,0.68,Jo-Wilfried Tsonga,Go Soeda,6-3 7-6(1) 6-3,0.33,0.28,Second,0.57,0.57,98,80,44,20,Jo-Wilfried Tsonga,2013
1,9,9,185,177,157,148,0.23,,SUI,RUS,2,3,42,39,205,210,0.76,0.63,0.68,0.66,m,0.74,0.55,Roger Federer,Nikolay Davydenko,6-3 6-4 6-4,0.42,0.27,Second,0.66,0.47,111,86,35,17,Roger Federer,2013
1,13,7,187,179,149,130,0.46,0.5,FRA,COL,1,1,13,36,207,196,0.8,0.59,0.58,0.7,m,0.63,0.57,Richard Gasquet,Alejandro Falla,6-3 6-2 6-2,0.51,0.28,Second,0.62,0.24,93,60,41,25,Richard Gasquet,2013
1,13,16,,,0,0,0.29,0.14,ITA,UZB,6,1,6,1,,,0.76,0.76,0.61,0.62,m,,,Andreas Seppi,Denis Istomin,7-6(4) 5-7 6-7(3) 7-6(3) 6-2,0.31,0.28,Second,0.65,0.58,190,184,13,16,Andreas Seppi,2013
1,6,3,167,185,135,148,0.5,0.6,JPN,ARG,3,6,31,40,188,207,0.72,0.6,0.69,0.64,m,0.68,0.62,Kei Nishikori,Carlos Berlocq,7-6(4) 6-4 6-1,0.45,0.34,Second,0.5,0.36,107,81,47,24,Kei Nishikori,2013
1,8,6,194,191,157,155,0.38,0.25,CZE,FRA,2,7,24,38,212,205,0.78,0.68,0.63,0.56,m,0.54,0.68,Tomas Berdych,Guillaume Rufin,6-2 6-2 6-4,0.44,0.27,Second,0.63,0.32,101,73,30,19,Tomas Berdych,2013
1,3,4,170,178,140,143,0.33,0.3,ESP,USA,3,3,24,77,192,207,0.74,0.61,0.6,0.66,m,0.81,0.75,David Ferrer,Tim Smyczek,6-0 7-5 4-6 6-3,0.45,0.32,Second,0.56,0.39,128,101,21,39,David Ferrer,2013
1,9,13,173,177,142,142,0.41,0.47,FRA,FRA,5,7,43,57,202,197,0.67,0.64,0.64,0.69,m,0.54,0.68,Julien Benneteau,Edouard Roger-Vasselin,4-6 7-5 7-6(5) 7-6(5),0.42,0.37,Second,0.55,0.45,163,152,62,62,Julien Benneteau,2013
1,16,4,,,,,0.36,0.1,AUT,ESP,5,3,5,3,,,0.7,0.66,0.66,0.77,m,,,Jurgen Melzer,Roberto Bautista-Agut,6-7(4) 6-3 6-7(3) 6-3 6-2,0.34,0.31,Second,0.64,0.61,174,157,16,4,Jurgen Melzer,2013
1,13,14,180,193,149,155,0.56,0,CZE,ESP,2,5,14,35,196,215,0.79,0.71,0.72,0.59,m,0.59,0.53,Radek Stepanek,Feliciano Lopez,6-2 6-2 6-4,0.43,0.29,Second,0.5,0.35,92,70,31,30,Radek Stepanek,2013
1,11,0,191,174,156,146,0.27,0.29,SUI,GER,4,4,51,26,218,191,0.77,0.62,0.52,0.6,m,0.83,0.36,Stanislas Wawrinka,Tobias Kamke,6-3 7-6(4) ret.,0.42,0.37,Second,0.45,0.47,90,82,34,11,Stanislas Wawrinka,2013
1,6,2,187,181,149,146,0.35,0.5,CYP,JPN,2,1,32,53,208,211,0.73,0.66,0.52,0.59,m,0.57,0.74,Marcos Baghdatis,Tatsuma Ito,3-6 6-3 6-2 6-2,0.42,0.31,Second,0.62,0.45,113,96,25,25,Marcos Baghdatis,2013
1,5,5,183,175,150,144,0.2,0.25,USA,USA,1,0,18,16,204,199,0.7,0.71,0.64,0.66,m,0.5,0.79,Sam Querrey,Brian Baker,6-7(2) 1-1 ret.,0.32,0.35,Second,0.53,0.61,47,53,17,19,Sam Querrey,2013
1,20,4,,,0,0,0.18,0.33,RUS,RUS,1,4,1,4,,,0.77,0.65,0.64,0.62,m,,,Evgeny Donskoy,Mikhail Youzhny,3-6 7-6(4) 6-2 3-6 6-3,0.37,0.3,Second,0.57,0.57,162,151,20,4,Evgeny Donskoy,2013
1,15,9,195,163,154,135,0.45,0.22,POL,IND,12,3,88,20,221,191,0.7,0.62,0.61,0.63,m,0.65,0.59,Jerzy Janowicz,Somdev Devvarman,6-7(10) 3-6 6-1 6-0 7-5,0.43,0.37,Second,0.45,0.47,172,157,91,33,Jerzy Janowicz,2013
1,19,6,196,176,162,141,0.44,0,RSA,RUS,2,5,16,33,217,196,0.8,0.67,0.73,0.6,m,0.38,0.67,Kevin Anderson,Andrey Kuznetsov,6-1 7-5 6-4,0.41,0.28,Second,0.5,0.46,101,76,39,35,Kevin Anderson,2013
1,7,6,190,196,157,163,0.46,,SRB,USA,0,3,16,28,205,223,0.85,0.56,0.73,0.63,m,0.67,0.27,Novak Djokovic,Ryan Harrison,6-1 6-2 6-3,0.51,0.14,Second,0.87,0.36,94,52,37,17,Novak Djokovic,2013
1,15,12,180,179,138,146,0.45,0.27,SRB,SVK,3,1,44,61,199,206,0.73,0.73,0.61,0.65,m,0.59,0.7,Janko Tipsarevic,Lukas Lacko,6-3 6-4 3-6 4-6 7-5,0.35,0.35,Second,0.51,0.5,155,156,48,57,Janko Tipsarevic,2013
1,2,3,177,182,155,141,0.53,0.33,ESP,BEL,3,5,30,45,207,200,0.68,0.6,0.72,0.49,m,0.88,0.64,Fernando Verdasco,Xavier Malisse,6-1 6-3 6-2,0.55,0.34,Second,0.62,0.3,99,66,31,14,Fernando Verdasco,2013
1,10,4,199,187,154,149,0.6,0.17,ESP,ESP,2,8,25,34,217,202,0.79,0.66,0.64,0.49,m,0.73,0.5,Nicolas Almagro,Daniel Gimeno-Traver,6-4 6-1 6-2,0.42,0.31,Second,0.5,0.43,93,68,26,16,Nicolas Almagro,2013
1,28,14,180,181,135,136,0.33,0.31,AUS,AUS,4,9,77,71,221,207,0.78,0.69,0.62,0.55,m,0.59,0.52,James Duckworth,Benjamin Mitchell,6-4 7-6(8) 4-6 5-7 8-6,0.36,0.34,First,0.44,0.54,208,199,61,56,James Duckworth,2013
1,6,4,181,196,141,171,0.71,,AUS,ARG,0,2,15,22,211,210,0.9,0.66,0.66,0.63,m,0.73,0.48,Bernard Tomic,Leonardo Mayer,6-3 6-2 6-3,0.42,0.19,First,0.64,0.42,82,52,28,18,Bernard Tomic,2013
1,12,6,,,0,0,0.83,0.33,ISR,ARG,2,2,2,2,,,0.77,0.65,0.72,0.65,m,,,Amir Weintraub,Guido Pella,7-6(2) 7-5 6-2,0.39,0.3,First,0.52,0.5,109,86,12,6,Amir Weintraub,2013
1,5,14,,,0,0,0.8,0.17,CAN,ESP,7,3,7,3,,,0.72,0.78,0.62,0.57,m,,,Jesse Levine,Tommy Robredo,7-6(5) 6-7(2) 6-4 6-4,0.3,0.34,First,0.52,0.58,142,146,5,14,Jesse Levine,2013
1,21,12,,,0,0,0.42,0.25,FRA,ESP,8,4,8,4,,,0.89,0.67,0.57,0.61,m,,,Jeremy Chardy,Adrian Menendez-Maceiras,7-6(5) 6-7(3) 6-2 6-1,0.42,0.3,First,0.42,0.43,146,119,21,12,Jeremy Chardy,2013
1,7,4,193,181,157,159,0.6,,ARG,FRA,0,5,8,35,208,200,0.84,0.53,0.76,0.59,m,0.88,0.7,Juan Martin Del Potro,Adrian Mannarino,6-1 6-2 6-2,0.48,0.17,First,0.79,0.4,80,39,24,20,Juan Martin Del Potro,2013
1,14,13,,,0,0,0.5,0.33,GER,SVK,2,1,2,1,,,0.82,0.74,0.74,0.62,m,,,Daniel Brands,Martin Klizan,6-3 3-6 6-3 6-4,0.31,0.22,First,0.64,0.59,105,89,14,13,Daniel Brands,2013
1,9,2,190,185,141,147,0.4,0,CRO,AUS,3,8,33,40,208,196,0.76,0.7,0.55,0.48,m,0.74,0.6,Marin Cilic,Marinko Matosevic,6-4 7-5 6-2,0.37,0.3,First,0.6,0.5,109,86,34,19,Marin Cilic,2013
1,26,7,193,187,156,146,0.44,0.57,FRA,UKR,16,5,57,55,217,213,0.83,0.67,0.61,0.56,m,0.71,0.61,Gael Monfils,Alexandr Dolgopolov,6-7(7) 7-6(4) 6-3 6-3,0.38,0.29,First,0.44,0.53,145,128,56,46,Gael Monfils,2013
1,14,4,181,165,152,140,0.4,0.42,CRO,CHN,2,6,58,53,213,197,0.67,0.64,0.54,0.57,m,0.63,0.61,Ivan Dodig,Di Wu,7-5 4-6 6-3 6-3,0.42,0.39,First,0.52,0.46,139,128,50,35,Ivan Dodig,2013
1,9,8,,,0,0,0.42,0.67,CZE,GBR,2,1,2,1,,,0.75,0.7,0.6,0.67,m,,,Lukas Rosol,Jamie Baker,7-6(5) 7-5 6-2,0.39,0.29,First,0.63,0.42,110,94,9,8,Lukas Rosol,2013
1,8,1,163,165,128,134,0.5,0.6,FRA,ITA,4,1,35,53,191,185,0.67,0.56,0.58,0.65,m,0.63,0.51,Gilles Simon,Filippo Volandri,2-6 6-3 6-2 6-2,0.46,0.32,First,0.67,0.5,109,86,29,21,Gilles Simon,2013
1,12,5,187,188,157,162,0.5,0,FRA,FRA,4,3,18,28,221,208,0.82,0.66,0.71,0.55,m,0.8,0.54,Jo-Wilfried Tsonga,Michael Llodra,6-4 7-5 6-2,0.36,0.24,First,0.6,0.58,96,74,38,20,Jo-Wilfried Tsonga,2013
1,16,11,,,0,0,0.47,0.45,GER,SLO,7,6,7,6,,,0.76,0.65,0.48,0.56,m,,,Benjamin Becker,Aljaz Bedene,4-6 6-3 7-5 7-6(1),0.41,0.36,First,0.49,0.48,142,131,16,11,Benjamin Becker,2013
1,30,3,196,171,176,134,0.27,0.2,CAN,CZE,5,1,50,40,223,199,0.82,0.62,0.63,0.66,m,0.57,0.5,Milos Raonic,Jan Hajek,3-6 6-1 6-2 7-6(0),0.41,0.24,First,0.63,0.52,133,102,57,24,Milos Raonic,2013
1,6,8,175,177,145,149,0.44,0.6,JPN,AUS,3,7,36,54,197,198,0.72,0.53,0.56,0.62,m,0.73,0.59,Go Soeda,Luke Saville,6-7(4) 6-3 6-2 6-3,0.46,0.35,First,0.54,0.48,142,108,38,41,Go Soeda,2013
1,3,7,,,0,0,0.29,0.5,UZB,NED,1,0,1,0,,,0.73,0.65,0.63,0.59,m,,,Denis Istomin,Igor Sijsling,4-6 6-3 6-4 6-2,0.4,0.27,First,0.7,0.53,119,98,3,7,Denis Istomin,2013
1,4,2,160,184,131,157,0.62,0.29,GBR,NED,1,1,20,35,205,202,0.72,0.55,0.73,0.49,m,0.59,0.56,Andy Murray,Robin Haase,6-3 6-1 6-3,0.53,0.33,First,0.5,0.38,85,56,25,18,Andy Murray,2013
1,12,6,,,0,0,0.42,0,ITA,ARG,1,2,1,2,,,0.86,0.63,0.61,0.66,m,,,Andreas Seppi,Horacio Zeballos,6-2 6-4 6-2,0.41,0.24,First,0.61,0.5,86,62,12,6,Andreas Seppi,2013
1,4,4,,,0,0,0.43,0.17,SLO,BRA,1,8,1,8,,,0.71,0.63,0.69,0.56,m,,,Blaz Kavcic,Thomaz Bellucci,6-3 6-1 6-3,0.45,0.34,First,0.54,0.37,98,73,4,4,Blaz Kavcic,2013
1,4,2,,,0,0,0.32,0.25,POR,AUS,4,1,4,1,,,0.71,0.55,0.58,0.6,m,,,Joao Sousa,John-Patrick Smith,6-4 6-1 6-4,0.46,0.32,First,0.62,0.52,97,73,4,2,Joao Sousa,2013
1,3,8,185,185,156,142,0.5,0,SUI,FRA,0,8,18,27,208,204,0.84,0.64,0.64,0.6,m,0.81,0.38,Roger Federer,Benoit Paire,6-2 6-4 6-1,0.44,0.25,First,0.6,0.33,95,63,25,21,Roger Federer,2013
1,19,17,172,185,128,161,0.5,0.42,FIN,GER,4,8,69,83,205,199,0.7,0.68,0.65,0.54,m,0.64,0.63,Jarkko Nieminen,Tommy Haas,7-6(3) 4-6 6-3 4-6 8-6,0.35,0.36,First,0.5,0.57,182,179,66,64,Jarkko Nieminen,2013
1,4,1,,,0,0,0.44,0.16,RUS,ISR,3,2,3,2,,,0.6,0.62,0.68,0.66,m,,,Nikolay Davydenko,Dudi Sela,3-6 6-1 7-5 6-3,0.43,0.38,First,0.64,0.48,133,118,4,1,Nikolay Davydenko,2013
1,13,6,169,169,138,136,0.6,1,FRA,ESP,0,5,26,31,204,196,0.88,0.62,0.6,0.64,m,0.76,0.6,Richard Gasquet,Albert Montanes,7-5 6-2 6-1,0.44,0.22,First,0.63,0.38,95,63,45,23,Richard Gasquet,2013
1,10,0,180,173,144,140,0.44,0,GER,BEL,2,4,19,25,208,183,0.92,0.63,0.66,0.54,m,0.73,0.61,Philipp Kohlschreiber,Steve Darcis,6-2 6-3 6-4,0.38,0.23,First,0.46,0.57,90,66,25,20,Philipp Kohlschreiber,2013
1,10,9,,,,,0.64,0.33,TPE,ESP,1,3,1,3,,,0.77,0.67,0.61,0.57,m,,,Yen-Hsun Lu,Ruben Ramirez-Hidalgo,6-2 6-1 4-6 6-1,0.46,0.25,First,0.71,0.32,106,67,10,9,Yen-Hsun Lu,2013
1,9,15,,,0,0,0.31,0.27,GER,USA,2,8,2,8,,,0.73,0.77,0.72,0.6,m,,,Florian Mayer,Rhyne Williams,2-6 3-6 6-2 7-6(12) 6-1,0.34,0.34,First,0.46,0.46,150,148,9,15,Florian Mayer,2013
