Number of Records,Ace1,Ace2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,Break1,Break2,Country1,Country2,Double1,Double2,Error1,Error2,fastServe1,fastServe2,firstPointWon1,firstPointWon2,firstServe1,firstServe2,Gender,Net1,Net2,Player1,Player2,Results,Return1,Return2,Round,secPointWon1,secPointWon2,Total1,Total2,Winner1,Winner2,Winner,Year
1,4,13,,,,,0.44,0.29,COL,RSA,4,8,,,,,0.67,0.62,0.61,0.69,m,,,Alejandro Falla,Kevin Anderson,5-7 7-5 6-7(8) 6-2 7-5,0.42,0.37,First,0.58,0.52,194,181,,,Alejandro Falla,2008
1,1,2,,,,,0.44,0.83,ESP,ARG,4,8,,,,,0.63,0.57,0.67,0.6,m,,,Guillermo Garcia-Lopez,Juan Ignacio Chela,6-4 6-2 1-6 6-2,0.47,0.4,First,0.52,0.46,115,104,,,Guillermo Garcia-Lopez,2008
1,3,1,,,,,0.78,0.11,KAZ,ESP,1,7,,,,,0.79,0.45,0.6,0.58,m,,,Evgeny Korolev,Marcel Granollers,7-5 6-2 6-0,0.51,0.29,First,0.58,0.55,92,59,,,Evgeny Korolev,2008
1,7,7,190,185,135,135,0.31,0.5,FRA,GBR,6,3,61,27,214,212,0.71,0.68,0.59,0.58,m,0.67,0.56,Jo-Wilfried Tsonga,Andy Murray,7-5 6-4 0-6 7-6(5),0.4,0.4,First,0.43,0.49,135,137,57,38,Jo-Wilfried Tsonga,2008
1,8,1,,,,,0.26,0.17,FRA,ROU,7,2,,,,,0.85,0.64,0.6,0.72,m,,,Paul-Henri Mathieu,Victor Hanescu,6-1 7-6(4) 6-2,0.45,0.28,First,0.51,0.31,109,81,,,Paul-Henri Mathieu,2008
1,16,14,,,,,0.38,0,ARG,PER,4,3,,,,,0.77,0.8,0.5,0.6,m,,,Agustin Calleri,Luis Horna,6-4 6-7(6) 6-3 6-4,0.32,0.27,First,0.68,0.47,133,115,,,Agustin Calleri,2008
1,4,3,167,177,147,147,0.47,0.27,GER,FRA,5,4,37,51,199,200,0.61,0.63,0.66,0.63,m,0.79,0.53,Rainer Schuettler,Arnaud Clement,6-4 6-2 6-7(3) 6-4,0.43,0.36,First,0.69,0.47,140,126,30,27,Rainer Schuettler,2008
1,9,4,,,,,0.5,0.25,BEL,FRA,1,2,,,,,0.78,0.52,0.61,0.74,m,,,Kristof Vliegen,Olivier Patience,6-0 6-1 7-6(3),0.49,0.25,First,0.69,0.42,103,65,,,Kristof Vliegen,2008
1,5,7,,,,,0.44,0.44,USA,ARG,4,4,,,,,0.6,0.62,0.7,0.67,m,,,Sam Warburg,Juan-Pablo Brzezicki,2-6 6-2 6-3 2-6 6-4,0.42,0.4,First,0.59,0.46,143,135,,,Sam Warburg,2008
1,7,4,187,164,136,136,0.33,0.5,GER,USA,10,8,53,67,211,203,0.78,0.64,0.68,0.61,m,0.65,0.63,Michael Berrer,Donald Young,6-7(5) 7-6(4) 6-3 7-6(5),0.41,0.32,First,0.47,0.51,172,152,38,49,Michael Berrer,2008
1,5,1,185,186,156,156,1,0.11,RUS,FRA,2,5,33,38,205,200,0.74,0.6,0.66,0.56,m,0.79,0.68,Mikhail Youzhny,Mathieu Montcourt,6-0 6-2 7-6(3),0.51,0.34,First,0.5,0.36,103,72,35,16,Mikhail Youzhny,2008
1,3,1,,,,,0.73,0.29,CAN,ARG,3,5,,,,,0.73,0.52,0.65,0.6,m,,,Jesse Levine,Martin Vassallo Arguello,6-1 7-5 6-1,0.55,0.35,First,0.5,0.35,94,63,,,Jesse Levine,2008
1,12,7,188,187,141,141,0.41,0.5,FRA,AUS,4,5,21,37,207,210,0.78,0.64,0.59,0.62,m,0.6,0.62,Richard Gasquet,Nick Lindahl,6-0 6-1 3-6 6-2,0.47,0.24,First,0.72,0.36,111,78,44,29,Richard Gasquet,2008
1,7,3,,,,,0.5,0.25,RUS,ROU,2,1,,,,,0.75,0.62,0.73,0.74,m,,,Igor Andreev,Andrei Pavel,5-7 6-2 7-6(4) 6-3,0.37,0.28,First,0.65,0.67,143,124,,,Igor Andreev,2008
1,13,7,199,186,148,148,0.45,0.29,USA,CZE,2,12,11,44,228,213,0.76,0.67,0.65,0.56,m,0.67,0.74,Andy Roddick,Lukas Dlouhy,6-3 6-4 7-5,0.44,0.3,First,0.58,0.41,101,76,28,33,Andy Roddick,2008
1,3,4,170,185,156,156,0.45,0.5,CHI,AUS,1,7,18,45,194,209,0.72,0.63,0.74,0.56,m,0.67,0.59,Paul Capdeville,Brydan Klein,6-4 7-5 6-4,0.42,0.33,First,0.52,0.52,112,98,33,40,Paul Capdeville,2008
1,4,2,172,173,136,136,0.41,0.42,ESP,GER,7,1,38,34,197,196,0.69,0.64,0.66,0.77,m,0.74,0.56,Tommy Robredo,Mischa Zverev,4-6 2-6 7-6(2) 6-4 7-5,0.43,0.4,First,0.42,0.34,193,183,88,66,Tommy Robredo,2008
1,29,8,180,171,146,138,0.44,0.43,ESP,CHI,4,7,37,46,208,187,0.83,0.74,0.6,0.64,m,0.71,0.61,Nicolas Almagro,Nicolas Massu,6-4 6-4 3-6 5-7 6-3,0.32,0.27,First,0.58,0.58,144,132,56,43,Nicolas Almagro,2009
1,5,3,190,179,150,150,0.7,0.67,FRA,ARG,2,2,30,27,208,195,0.84,0.53,0.47,0.64,m,0.8,0.53,Jo-Wilfried Tsonga,Juan Monaco,6-4 6-4 6-0,0.51,0.27,First,0.63,0.41,86,54,27,11,Jo-Wilfried Tsonga,2009
1,16,3,183,156,151,129,0.28,0.3,FRA,ARG,4,5,50,44,203,174,0.79,0.69,0.58,0.65,m,0.63,0.47,Richard Gasquet,Diego Junqueira,6-7(5) 7-6(3) 6-3 6-4,0.4,0.29,First,0.59,0.45,161,136,76,49,Richard Gasquet,2009
1,12,6,,,,,0.5,0.4,ESP,RUS,3,10,,,,,0.73,0.69,0.63,0.49,m,,,Marcel Granollers,Teimuraz Gabashvili,6-4 7-6(3) 4-6 6-0,0.43,0.36,First,0.5,0.43,130,113,,,Marcel Granollers,2009
1,13,1,,,0,0,0.3,0,CRO,ESP,2,1,,,,,0.87,0.67,0.55,0.84,m,,,Ivo Karlovic,Daniel Gimeno-Traver,6-3 6-4 6-4,0.37,0.23,First,0.65,0.43,95,74,,,Ivo Karlovic,2009
1,5,3,166,164,142,143,0.64,0.29,AUT,JPN,2,6,26,42,185,187,0.83,0.51,0.6,0.57,m,0.63,0.24,Jurgen Melzer,Kei Nishikori,7-5 6-2 6-1,0.52,0.29,First,0.52,0.45,103,68,35,16,Jurgen Melzer,2009
1,12,5,187,158,153,132,0.38,0.5,AUS,FRA,4,4,21,19,214,200,0.8,0.54,0.61,0.61,m,0.61,0.5,Chris Guccione,Nicolas Devilder,6-4 6-2 6-4,0.45,0.28,First,0.59,0.55,98,74,46,32,Chris Guccione,2009
1,2,2,,,0,0,0.37,0.5,ISR,GER,3,3,,,,,0.69,0.57,0.72,0.79,m,,,Dudi Sela,Rainer Schuettler,1-6 6-2 6-4 6-4,0.46,0.39,First,0.4,0.41,124,110,,,Dudi Sela,2009
1,8,1,182,177,132,151,0.47,0.25,FRA,ESP,3,5,35,39,201,188,0.65,0.5,0.48,0.57,m,0.48,0.48,Gilles Simon,Pablo Andujar,6-4 6-1 6-1,0.54,0.4,First,0.55,0.41,108,82,42,16,Gilles Simon,2009
1,3,11,,,0,0,0.38,0.24,ITA,RUS,6,4,,,,,0.65,0.68,0.68,0.56,m,,,Flavio Cipolla,Dmitry Tursunov,4-6 6-2 7-6(7) 7-5,0.4,0.4,First,0.47,0.49,161,156,,,Flavio Cipolla,2009
1,21,3,,,0,0,0.41,0.5,ARG,GER,4,6,,,,,0.78,0.6,0.51,0.64,m,,,Guillermo Canas,Dieter Kindlmann,3-6 7-5 5-7 6-0 7-5,0.45,0.36,First,0.5,0.45,167,142,,,Guillermo Canas,2009
1,10,1,185,167,146,129,0.64,,ESP,BEL,2,2,18,22,198,182,0.91,0.57,0.69,0.65,m,0.89,0.5,Rafael Nadal,Christophe Rochus,6-0 6-2 6-2,0.54,0.14,First,0.75,0.24,83,40,47,7,Rafael Nadal,2009
1,6,3,,,0,0,0.6,,FRA,FIN,2,1,,,,,0.8,0.56,0.58,0.52,m,,,Paul-Henri Mathieu,Jarkko Nieminen,6-2 4-1 ret.,0.42,0.26,First,0.67,0.6,45,29,,,Paul-Henri Mathieu,2009
1,7,4,183,175,145,138,0.38,0.13,CYP,FRA,2,7,41,35,203,195,0.78,0.65,0.43,0.61,m,0.79,0.42,Marcos Baghdatis,Julien Benneteau,6-3 7-6(5) 6-2,0.44,0.37,First,0.53,0.41,116,101,48,27,Marcos Baghdatis,2009
1,4,7,,,0,0,0.7,0.43,SUI,CZE,6,5,,,,,0.68,0.66,0.59,0.59,m,,,Stanislas Wawrinka,Ivo Minar,6-1 2-6 7-5 7-6(9),0.44,0.4,First,0.48,0.42,123,113,,,Stanislas Wawrinka,2009
1,5,8,,,0,0,0.28,0,BEL,FRA,2,1,,,,,0.79,0.59,0.7,0.62,m,,,Xavier Malisse,Michael Llodra,7-6(8) 6-1 6-1,0.44,0.29,First,0.52,0.53,102,81,,,Xavier Malisse,2009
1,8,6,190,172,161,145,0.39,0.5,SRB,ITA,1,6,27,36,201,196,0.68,0.56,0.68,0.54,m,0.47,0.59,Novak Djokovic,Andrea Stoppini,6-2 6-3 7-5,0.51,0.35,First,0.58,0.41,104,80,34,28,Novak Djokovic,2009
1,8,10,172,185,151,154,0.6,0,GER,USA,5,1,38,36,195,209,0.77,0.73,0.64,0.54,m,0.69,0.64,Philipp Kohlschreiber,Sam Querrey,7-6(6) 6-3 6-2,0.32,0.33,First,0.54,0.63,97,88,35,27,Philipp Kohlschreiber,2009
1,9,0,190,156,156,129,0.7,,USA,SWE,1,2,10,37,212,190,0.76,0.51,0.54,0.57,m,0.63,0.63,Andy Roddick,Bjorn Rehnquist,6-0 6-2 6-2,0.57,0.27,First,0.69,0.32,83,45,17,22,Andy Roddick,2009
1,18,15,185,192,145,164,0.41,1,USA,AUS,6,9,28,48,211,222,0.89,0.66,0.57,0.57,m,0.63,0.48,Mardy Fish,Samuel Groth,6-7(3) 6-4 7-5 6-0,0.43,0.28,First,0.5,0.45,134,104,44,41,Mardy Fish,2009
1,18,8,,,0,0,0.4,1,FRA,BRA,3,9,,,,,0.8,0.65,0.62,0.55,m,,,Jeremy Chardy,Marcos Daniel,6-4 6-4 6-1,0.49,0.27,First,0.63,0.34,100,69,,,Jeremy Chardy,2009
1,4,10,,,0,0,0.56,0.5,ESP,ARG,5,12,,,,,0.64,0.66,0.61,0.57,m,,,Guillermo Garcia-Lopez,Agustin Calleri,3-6 7-6(5) 6-2 6-0,0.48,0.4,First,0.55,0.33,120,101,,,Guillermo Garcia-Lopez,2009
1,10,7,,,0,0,0.6,,ESP,USA,1,5,,,,,0.81,0.67,0.69,0.59,m,,,Tommy Robredo,Bobby Reynolds,6-2 7-5 6-1,0.46,0.15,First,0.95,0.35,87,50,,,Tommy Robredo,2009
1,12,3,,,0,0,0.55,0.38,SRB,ESP,1,6,,,,,0.78,0.67,0.61,0.57,m,,,Viktor Troicki,Alberto Martin,6-3 3-6 6-2 6-4,0.41,0.31,First,0.55,0.5,110,93,,,Viktor Troicki,2009
1,9,9,,,0,0,1,0.08,TPE,BRA,3,5,,,,,0.78,0.76,0.55,0.58,m,,,Yen-Hsun Lu,Thomaz Bellucci,6-3 7-5 6-4,0.34,0.33,First,0.54,0.53,101,85,,,Yen-Hsun Lu,2009
1,10,13,169,172,135,151,0.23,0.71,AUS,ITA,1,7,61,50,182,192,0.66,0.75,0.64,0.67,m,0.62,0.66,Bernard Tomic,Potito Starace,7-6(5) 1-6 7-6(5) 7-6(6),0.35,0.36,First,0.62,0.45,151,162,61,47,Bernard Tomic,2009
1,17,2,177,177,143,146,1,0.43,FRA,ESP,3,2,24,56,193,196,0.84,0.69,0.47,0.56,m,0.7,0.71,Fabrice Santoro,Juan Carlos Ferrero,6-3 6-2 6-7(5) 6-2,0.45,0.36,First,0.48,0.39,123,101,36,45,Fabrice Santoro,2009
1,11,20,,,0,0,0.43,0.17,SWE,USA,2,6,,,,,0.83,0.81,0.68,0.61,m,,,Robin Soderling,Robert Kendrick,5-7 6-4 6-4 7-5,0.32,0.2,First,0.72,0.47,132,109,,,Robin Soderling,2009
1,14,3,183,185,145,158,0.5,0.57,AUS,GER,6,7,46,34,216,201,0.76,0.71,0.63,0.49,m,0.63,0.71,Brydan Klein,Bjorn Phau,6-4 6-3 4-6 6-3,0.42,0.37,First,0.41,0.47,114,105,39,24,Brydan Klein,2009
1,6,39,,,0,0,0.33,0.67,SVK,USA,5,8,,,,,0.74,0.77,0.67,0.64,m,,,Dominik Hrbaty,John Isner,7-6(4) 2-6 6-2 7-5,0.36,0.31,First,0.59,0.4,132,125,,,Dominik Hrbaty,2009
1,16,8,,,0,0,0.43,0.22,CRO,RSA,8,7,,,,,0.88,0.67,0.51,0.6,m,,,Marin Cilic,Kevin Anderson,6-3 6-2 6-7(4) 6-3,0.42,0.32,First,0.48,0.45,134,108,,,Marin Cilic,2009
1,4,0,,,0,0,0.5,1,GER,ALG,1,4,,,,,0.78,0.62,0.58,0.51,m,,,Florian Mayer,Lamine Ouahab,6-2 6-1 6-2,0.56,0.28,First,0.66,0.26,90,51,,,Florian Mayer,2009
1,9,6,195,166,154,135,0.36,0.2,CZE,USA,4,3,34,50,208,185,0.82,0.64,0.63,0.65,m,0.71,0.55,Tomas Berdych,Robby Ginepri,6-4 6-4 6-3,0.45,0.27,First,0.57,0.39,105,79,33,27,Tomas Berdych,2009
1,9,10,183,193,150,156,0.45,0.5,KAZ,ESP,3,11,21,35,196,211,0.9,0.8,0.6,0.44,m,0.71,0.8,Evgeny Korolev,Carlos Moya,6-3 6-1 7-6(7),0.46,0.27,First,0.48,0.33,102,71,39,28,Evgeny Korolev,2009
1,8,6,203,190,159,154,0.67,0,RUS,ESP,5,2,26,21,211,200,0.85,0.75,0.48,0.53,m,0.59,0.35,Marat Safin,Ivan Navarro,6-3 6-3 6-4,0.4,0.29,First,0.59,0.44,96,79,36,22,Marat Safin,2009
1,8,5,171,174,150,138,0.4,0.25,ESP,GER,8,7,68,84,188,188,0.72,0.66,0.54,0.52,m,0.67,0.66,David Ferrer,Denis Gremelmayr,6-1 6-7(6) 6-1 6-7(4) 6-4,0.45,0.36,First,0.54,0.43,192,163,58,58,David Ferrer,2009
1,6,5,,,0,0,0.6,0.33,ARG,GER,0,8,,,,,0.77,0.65,0.8,0.68,m,,,Brian Dabul,Philipp Petzschner,6-1 6-2 6-4,0.5,0.26,First,0.6,0.19,96,60,,,Brian Dabul,2009
1,4,9,175,193,143,151,0.47,0.2,ARG,FRA,8,2,43,51,188,203,0.71,0.63,0.58,0.5,m,0.66,0.63,David Nalbandian,Marc Gicquel,6-1 4-6 6-2 6-3,0.46,0.39,First,0.47,0.45,126,107,36,32,David Nalbandian,2009
1,15,13,,,0,0,0.53,0.17,SRB,ESP,4,11,,,,,0.77,0.66,0.58,0.56,m,,,Janko Tipsarevic,Oscar Hernandez,4-6 6-1 6-3 4-6 6-0,0.43,0.36,First,0.45,0.38,163,132,,,Janko Tipsarevic,2009
1,7,5,185,172,150,142,0.43,0.33,ARG,GER,4,2,23,25,209,187,0.7,0.56,0.65,0.61,m,0.82,0.45,Juan Martin Del Potro,Mischa Zverev,6-3 6-4 6-2,0.49,0.31,First,0.66,0.43,104,75,49,21,Juan Martin Del Potro,2009
1,3,10,,,0,0,0.4,0.5,ITA,BEL,1,2,,,,,0.78,0.74,0.54,0.53,m,,,Simone Bolelli,Kristof Vliegen,7-6(5) 7-6(3) 7-5,0.27,0.26,First,0.69,0.71,110,103,,,Simone Bolelli,2009
1,21,8,,,0,0,0.43,0.4,BIH,USA,5,10,,,,,0.76,0.8,0.74,0.68,m,,,Amer Delic,Taylor Dent,6-4 3-6 4-6 6-3 6-4,0.3,0.31,First,0.47,0.48,139,138,,,Amer Delic,2009
1,9,1,190,182,156,142,0.3,0,SUI,ITA,5,5,43,45,203,198,0.76,0.68,0.59,0.6,m,0.72,0.68,Roger Federer,Andreas Seppi,6-1 7-6(4) 7-5,0.41,0.33,First,0.57,0.5,122,102,45,28,Roger Federer,2009
1,13,12,169,176,140,140,0.43,0.6,ARG,ARG,7,7,29,67,196,201,0.61,0.65,0.55,0.55,m,0.68,0.67,Guillermo Canas,Agustin Calleri,6-1 4-6 2-6 7-6(2) 6-4,0.47,0.44,Second,0.49,0.39,153,149,35,72,Guillermo Canas,2004
1,4,1,168,165,129,129,0.47,0.17,ARG,GER,1,3,31,44,185,180,0.71,0.48,0.7,0.68,m,0.81,0.63,David Nalbandian,Florian Mayer,6-1 6-0 6-3,0.55,0.37,Second,0.44,0.37,104,73,31,18,David Nalbandian,2004
1,4,3,172,168,134,134,0.45,0.4,CZE,CZE,2,1,28,56,191,190,0.73,0.61,0.74,0.62,m,0.61,0.53,Jiri Novak,Jan Vacek,6-2 7-6(3) 6-4,0.44,0.32,Second,0.52,0.48,111,89,26,38,Jiri Novak,2004
1,8,1,162,162,123,123,0.31,0.43,RSA,ESP,2,1,60,25,187,185,0.66,0.66,0.69,0.64,m,0.63,0.5,Wayne Ferreira,David Sanchez-Munoz,2-6 6-3 6-4 6-4,0.4,0.37,Second,0.55,0.49,125,117,61,21,Wayne Ferreira,2004
1,10,2,,,,,0.5,0.5,SWE,ESP,10,5,35,18,,,0.83,0.75,0.63,0.63,m,0.65,0.67,Joachim Johansson,Alberto Martin,7-6(5) 6-3 7-5,0.38,0.27,Second,0.56,0.4,111,92,53,23,Joachim Johansson,2004
1,9,19,,,,,0.71,0.2,ROU,USA,2,6,10,29,,,0.78,0.76,0.63,0.57,m,0.55,0.42,Andrei Pavel,Glenn Weiner,6-4 6-4 6-2,0.44,0.33,Second,0.47,0.29,97,76,30,43,Andrei Pavel,2004
1,2,2,175,165,136,136,0.6,0.8,ESP,ITA,6,7,34,53,191,187,0.73,0.63,0.58,0.61,m,0.67,0.79,Juan Carlos Ferrero,Filippo Volandri,6-4 7-6(3) 7-5,0.44,0.36,Second,0.51,0.45,115,101,16,30,Juan Carlos Ferrero,2004
1,3,5,175,178,144,144,0.6,0.56,AUS,SVK,3,14,34,44,191,195,0.6,0.54,0.6,0.55,m,0.82,0.52,Lleyton Hewitt,Karol Kucera,1-6 6-1 6-4 6-1,0.52,0.42,Second,0.54,0.39,110,90,33,24,Lleyton Hewitt,2004
1,11,3,,,,,0.5,0,AUT,ESP,9,5,29,30,,,0.79,0.69,0.62,0.59,m,0.63,0.59,Jurgen Melzer,Galo Blanco,6-3 6-4 6-3,0.41,0.35,Second,0.43,0.44,108,89,38,28,Jurgen Melzer,2004
1,8,4,,,,,0.4,0.33,FRA,RUS,2,5,57,57,,,0.72,0.62,0.68,0.72,m,0.62,0.58,Olivier Patience,Nikolay Davydenko,7-6(2) 6-7(7) 6-3 6-2,0.41,0.35,Second,0.5,0.51,151,133,40,29,Olivier Patience,2004
1,20,2,198,174,142,142,0.56,0,USA,CZE,2,5,16,30,225,188,0.93,0.67,0.65,0.51,m,0.67,0.67,Andy Roddick,Bohdan Ulihrach,6-2 6-2 6-3,0.45,0.18,Second,0.61,0.43,88,54,34,19,Andy Roddick,2004
1,11,11,176,189,154,154,0.5,,USA,AUS,1,3,9,21,201,211,0.89,0.78,0.66,0.62,m,0.7,0.53,Robby Ginepri,Chris Guccione,6-4 6-3 6-3,0.38,0.18,Second,0.7,0.37,86,61,41,23,Robby Ginepri,2004
1,16,3,188,163,134,134,0.41,0.56,USA,ARG,16,4,77,18,219,185,0.62,0.64,0.56,0.6,m,0.63,0.76,Taylor Dent,Juan Ignacio Chela,3-6 6-4 4-6 7-6(4) 7-5,0.43,0.44,Second,0.48,0.46,173,176,83,53,Taylor Dent,2004
1,4,3,183,172,141,141,1,0,THA,FRA,0,2,8,8,201,190,0.78,0.82,0.69,0.46,m,0.83,0.67,Paradorn Srichaphan,Jerome Golmard,6-3 ret.,0.33,0.33,Second,0.42,0.54,34,29,15,5,Paradorn Srichaphan,2004
1,11,10,177,170,137,137,0.19,0.2,USA,ECU,3,3,41,29,201,198,0.73,0.7,0.62,0.64,m,0.57,0.66,James Blake,Nicolas Lapentti,6-3 7-6(4) 2-6 6-1,0.37,0.35,Second,0.54,0.5,129,119,45,39,James Blake,2004
1,8,17,173,184,145,145,0.62,0.63,BRA,CRO,1,4,31,76,196,208,0.72,0.7,0.58,0.57,m,0.67,0.7,Gustavo Kuerten,Ivan Ljubicic,7-5 6-7(5) 6-4 6-3,0.41,0.36,Second,0.53,0.44,142,127,29,65,Gustavo Kuerten,2004
1,3,1,174,167,137,137,0.57,0.29,SVK,ARG,5,4,24,27,191,180,0.79,0.51,0.61,0.58,m,0.58,0.69,Dominik Hrbaty,Gaston Gaudio,6-1 7-5 6-0,0.58,0.32,Second,0.5,0.29,91,53,33,15,Dominik Hrbaty,2004
1,2,0,155,163,128,128,0.48,0.5,NED,ESP,4,9,29,78,169,182,0.69,0.53,0.73,0.62,m,0.6,0.62,Sjeng Schalken,David Ferrer,6-3 6-2 5-7 6-1,0.51,0.4,Second,0.37,0.42,132,106,19,36,Sjeng Schalken,2004
1,11,33,,,,,0,0,USA,CRO,3,7,17,28,,,0.75,0.84,0.66,0.64,m,0.72,0.52,Todd Martin,Ivo Karlovic,7-6(4) 7-6(4) 7-6(7),0.29,0.27,Second,0.68,0.48,131,123,51,71,Todd Martin,2004
1,23,1,194,174,131,131,0.33,0.15,RUS,FIN,0,2,47,34,212,195,0.83,0.72,0.61,0.67,m,0.69,0.71,Marat Safin,Jarkko Nieminen,7-6(5) 6-4 4-6 6-4,0.34,0.29,Second,0.52,0.54,138,130,58,34,Marat Safin,2004
1,7,12,171,192,158,158,0.75,0,USA,CZE,1,3,10,35,195,208,0.76,0.62,0.73,0.6,m,0.43,0.67,Andre Agassi,Tomas Berdych,6-0 6-2 6-4,0.49,0.28,Second,0.6,0.36,87,57,23,27,Andre Agassi,2004
1,17,9,180,184,150,150,0.38,0,FRA,SWE,0,5,21,27,196,204,0.8,0.72,0.71,0.58,m,0.73,0.59,Nicolas Escude,Robin Soderling,6-3 7-6(4) 6-4,0.39,0.27,Second,0.58,0.47,107,89,43,36,Nicolas Escude,2004
1,8,17,182,174,138,138,0.4,0.36,SWE,SVK,10,7,65,57,204,193,0.72,0.77,0.54,0.5,m,0.71,0.64,Thomas Enqvist,Karol Beck,7-5 4-6 6-3 6-4,0.41,0.38,Second,0.49,0.41,144,134,45,45,Thomas Enqvist,2004
1,8,8,183,179,150,150,0.42,0,FRA,USA,3,2,17,27,201,198,0.94,0.67,0.42,0.54,m,0.93,0.51,Sebastien Grosjean,Jan-Michael Gambill,6-4 6-3 6-2,0.45,0.26,Second,0.6,0.42,99,72,38,24,Sebastien Grosjean,2004
1,4,25,167,196,168,168,0.43,0.33,ESP,NED,3,9,20,51,191,214,0.82,0.83,0.59,0.56,m,0.89,0.55,Alex Corretja,Martin Verkerk,6-4 1-6 6-3 6-4,0.35,0.3,First,0.52,0.43,108,99,21,47,Alex Corretja,2004
1,4,10,165,185,151,151,0.38,0.27,ITA,GER,3,11,37,48,191,209,0.63,0.71,0.57,0.55,m,0.74,0.64,Filippo Volandri,Nicolas Kiefer,6-3 4-6 6-3 6-4,0.39,0.37,First,0.64,0.47,135,128,42,30,Filippo Volandri,2004
1,6,2,167,168,137,137,0.55,1,AUS,UZB,0,5,17,38,195,217,0.87,0.58,0.73,0.61,m,0.75,0.65,Todd Reid,Vadim Kutsenko,6-2 6-3 6-2,0.48,0.2,First,0.59,0.42,89,54,28,21,Todd Reid,2004
1,9,7,,,,,0.27,0.17,FRA,ESP,6,8,41,39,,,0.83,0.69,0.66,0.61,m,0.61,0.62,Thierry Ascione,Felix Mantilla,7-5 6-1 7-6(3),0.4,0.24,First,0.63,0.47,118,92,40,21,Thierry Ascione,2004
1,15,8,,,,,0.5,1,CRO,NED,4,6,50,49,,,0.79,0.77,0.58,0.58,m,0.61,0.75,Mario Ancic,Raemon Sluiter,6-7(4) 6-4 3-6 6-4 6-3,0.31,0.27,First,0.65,0.57,147,140,57,49,Mario Ancic,2004
1,6,9,,,,,0.57,0,GER,FRA,0,3,13,34,,,0.78,0.72,0.55,0.59,m,0.79,0.74,Florian Mayer,Richard Gasquet,7-5 6-4 6-3,0.36,0.24,First,0.74,0.54,96,78,36,32,Florian Mayer,2004
1,8,4,166,167,140,140,0.71,0,ARG,BRA,1,3,29,34,190,180,0.81,0.64,0.64,0.69,m,0.71,0.58,David Nalbandian,Ricardo Mello,6-2 6-1 6-4,0.45,0.26,First,0.63,0.35,84,54,21,13,David Nalbandian,2004
1,5,5,,,,,0.5,0.44,MAR,FRA,1,5,29,49,,,0.74,0.68,0.56,0.58,m,0.5,0.51,Hicham Arazi,Olivier Mutis,7-5 2-6 6-0 6-3,0.41,0.32,First,0.6,0.45,109,92,27,31,Hicham Arazi,2004
1,9,16,,,,,0.23,0,ROU,BLR,0,8,11,25,,,0.73,0.71,0.72,0.57,m,0.69,0.53,Andrei Pavel,Max Mirnyi,6-7(2) 6-3 6-2 7-6(2),0.38,0.29,First,0.64,0.49,159,138,67,51,Andrei Pavel,2004
1,17,6,,,,,0.44,0.3,CZE,ITA,3,4,67,58,,,0.78,0.65,0.64,0.6,m,0.57,0.53,Radek Stepanek,Davide Sanguinetti,6-7(3) 3-6 6-2 6-3 6-3,0.38,0.33,First,0.48,0.58,158,148,61,46,Radek Stepanek,2004
1,8,4,,,,,0.36,0.2,CZE,ESP,3,6,48,47,,,0.73,0.75,0.59,0.54,m,0.71,0.65,Jan Vacek,Ruben Ramirez-Hidalgo,6-2 3-6 6-3 6-4,0.4,0.29,First,0.67,0.41,121,102,40,19,Jan Vacek,2004
1,17,1,,,,,0.75,0.67,USA,NED,3,7,26,27,,,0.83,0.54,0.54,0.45,m,0.63,0.67,Jeff Morrison,Dennis Van Scheppingen,6-4 6-2 6-4,0.48,0.3,First,0.54,0.5,93,66,36,15,Jeff Morrison,2004
1,2,1,,,,,0.53,0.33,ARM,SWE,0,1,19,33,,,0.65,0.51,0.71,0.56,m,0.87,0.41,Sargis Sargsian,Jonas Bjorkman,6-2 6-3 6-1,0.56,0.35,First,0.64,0.35,93,61,33,18,Sargis Sargsian,2004
1,34,16,,,,,0.43,0.25,USA,USA,8,8,30,28,,,0.78,0.8,0.57,0.63,m,0.63,0.63,Glenn Weiner,Jeff Salzenstein,7-6(3) 4-6 6-3 3-6 6-4,0.3,0.29,First,0.62,0.52,152,145,76,59,Glenn Weiner,2004
1,4,27,,,,,0.15,0.67,ESP,ESP,6,17,34,83,,,0.72,0.74,0.69,0.56,m,0.52,0.52,Alberto Martin,Feliciano Lopez,3-6 4-6 7-6(3) 6-4 6-2,0.37,0.27,First,0.74,0.49,169,153,43,78,Alberto Martin,2004
1,5,5,,,,,0.25,0.67,RSA,ROU,0,5,35,37,,,0.64,0.61,0.63,0.73,m,0.59,0.64,Wayne Ferreira,Victor Hanescu,6-4 3-6 7-6(3) 6-1,0.42,0.33,First,0.71,0.51,136,121,51,27,Wayne Ferreira,2004
1,13,0,176,170,150,150,0.56,,SUI,RUS,3,3,25,22,200,185,0.8,0.65,0.6,0.67,m,0.83,0.67,Roger Federer,Alex Jr. Bogomolov,6-3 6-4 6-0,0.46,0.22,First,0.74,0.33,90,59,42,9,Roger Federer,2004
1,19,12,199,180,141,141,0.38,0.33,AUS,SWE,4,6,27,26,214,209,0.8,0.76,0.64,0.61,m,0.67,0.63,Mark Philippoussis,Thomas Johansson,7-6(6) 6-2 7-6(4),0.35,0.3,First,0.53,0.47,117,104,51,37,Mark Philippoussis,2004
